,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,features_used,last_login_days_ago,monthly_fee,total_revenue,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,csat_score,escalations,survey_response,referral_count,churn
5293,Individual,21,Mobile,Monthly,25,2,6,2.1972245773362196,10,5.351858133476067,1,No,No,3,17.146461662779437,3.0,1,Neutral,0,0
5295,Individual,28,Mobile,Quarterly,11,5,4,4.23410650459726,20,6.329720905522696,0,Yes,No,0,23.240992798319464,5.0,1,Satisfied,1,0
5296,Individual,3,Web,Quarterly,13,7,3,1.791759469228055,10,3.4339872044851463,1,No,No,0,19.1425789363415,4.0,0,Satisfied,0,0
5297,SME,30,Web,Quarterly,19,1,4,1.6094379124341003,10,5.707110264748875,1,Yes,No,4,26.87908854300672,4.0,0,Neutral,2,0
5298,Individual,1,Web,Quarterly,14,7,5,2.1972245773362196,70,4.2626798770413155,0,No,No,2,23.22896901363369,5.0,0,Unsatisfied,0,0
5299,Individual,59,Web,Monthly,3,3,3,0.0,10,6.3818160174060985,1,No,Yes,2,29.48097426712041,3.0,0,Satisfied,2,0
5300,Individual,51,Web,Quarterly,13,5,3,0.0,50,7.844240718141811,0,Yes,No,1,1.6276566802977968,4.0,1,Neutral,2,0
5301,Enterprise,52,Web,Quarterly,23,2,7,2.302585092994046,50,7.8636512654486515,0,No,No,1,37.59305262480553,4.0,3,Satisfied,1,0
5302,SME,45,Mobile,Quarterly,15,4,3,2.6390573296152584,100,8.412054873292933,0,No,No,0,36.34576444266272,2.0,0,Neutral,2,0
5303,SME,47,Mobile,Monthly,17,2,6,2.6390573296152584,20,6.846943139585379,0,Yes,No,1,27.68251032808245,4.0,1,Unsatisfied,0,0
5304,Individual,45,Web,Monthly,14,1,5,2.4849066497880004,30,7.208600337960199,0,Yes,Yes,0,23.93838920504781,4.0,0,Satisfied,0,0
5305,Individual,18,Referral,Yearly,43,3,3,2.6390573296152584,20,5.8888779583328805,0,No,No,1,34.400866733030696,2.0,1,Satisfied,2,0
5306,Individual,49,Mobile,Monthly,21,3,5,1.6094379124341003,30,7.293697720601438,0,No,No,3,30.178541031524126,2.0,1,Satisfied,2,0
5307,Individual,33,Referral,Quarterly,22,6,8,2.70805020110221,20,6.493753839851686,1,No,No,0,23.407525971330077,4.0,0,Unsatisfied,3,0
5311,SME,34,Referral,Monthly,2,5,5,3.091042453358316,30,6.928537818164665,1,No,Yes,5,22.980626691486982,3.0,1,Unsatisfied,0,0
5312,Individual,26,Web,Monthly,34,2,5,2.4849066497880004,50,7.170888478512505,0,No,No,2,40.89687932868839,4.0,0,Satisfied,2,0
5313,SME,51,Web,Monthly,18,7,6,3.258096538021482,70,8.18060094759445,0,Yes,No,1,32.825396185154275,2.0,0,Neutral,0,0
5314,SME,40,Web,Yearly,25,7,9,1.3862943611198906,10,5.993961427306569,0,Yes,No,1,16.613872511561524,4.0,1,Unsatisfied,1,0
5315,Individual,22,Referral,Monthly,13,7,7,3.091042453358316,10,5.3981627015177525,0,Yes,Yes,1,46.33000096369691,5.0,0,Unsatisfied,0,0
5316,Individual,16,Web,Quarterly,24,5,6,2.1972245773362196,10,5.081404364984463,2,No,No,2,25.489554404629857,4.0,0,Unsatisfied,1,1
5317,SME,40,Mobile,Monthly,26,0,3,2.833213344056216,30,7.0909098220799835,0,No,No,2,25.612670532288345,3.0,0,Satisfied,3,0
5318,Individual,42,Mobile,Yearly,5,7,12,2.0794415416798357,20,6.734591659972948,1,No,Yes,1,7.977662162249381,5.0,0,Satisfied,2,0
5319,Individual,16,Web,Monthly,25,1,4,0.0,50,6.68586094706836,0,Yes,Yes,0,14.601032296874637,5.0,0,Satisfied,2,0
5320,Individual,5,Mobile,Monthly,18,2,7,1.9459101490553132,10,3.9318256327243257,0,No,No,0,33.907385979789765,3.0,1,Neutral,1,0
5321,Individual,51,Mobile,Quarterly,9,5,4,2.70805020110221,10,6.236369590203704,1,No,No,2,12.308204898629723,3.0,0,Satisfied,0,0
5322,Enterprise,6,Web,Quarterly,36,2,10,3.5553480614894135,20,4.795790545596741,0,No,No,2,24.668221218628425,4.0,0,Unsatisfied,0,0
5323,SME,42,Web,Monthly,10,1,2,2.302585092994046,50,7.650168700845001,0,No,Yes,1,13.89026143567273,2.0,0,Unsatisfied,3,0
5324,Individual,24,Referral,Monthly,22,1,5,2.5649493574615367,50,7.0909098220799835,0,Yes,No,0,31.712445969117542,5.0,0,Satisfied,1,0
5327,SME,32,Web,Yearly,30,4,4,2.9444389791664403,10,5.771441123130016,0,Yes,No,0,23.385310420739284,1.0,1,Neutral,1,0
5328,Individual,53,Web,Monthly,16,2,4,2.5649493574615367,10,6.274762021241939,0,No,No,2,14.100445179942762,1.0,0,Unsatisfied,0,1
5329,Individual,19,Referral,Quarterly,34,0,11,2.0794415416798357,70,7.193685818395112,0,Yes,No,0,18.27872131833944,4.0,0,Satisfied,1,0
5330,Individual,51,Mobile,Monthly,15,2,5,2.5649493574615367,20,6.928537818164665,0,Yes,No,3,32.34852836135765,3.0,0,Neutral,3,0
5331,Individual,45,Web,Monthly,15,5,6,0.6931471805599453,10,6.111467339502679,0,No,Yes,1,10.121527577875954,2.0,0,Neutral,4,0
5332,Individual,28,Mobile,Monthly,12,7,2,0.6931471805599453,50,7.244941546337007,0,No,No,0,26.06613125613454,3.0,2,Satisfied,2,0
5333,Individual,47,Mobile,Quarterly,15,7,3,1.6094379124341003,50,7.762596048540069,0,No,No,2,29.74285188094919,4.0,1,Neutral,0,0
5334,Individual,8,Web,Monthly,26,0,3,0.6931471805599453,100,6.68586094706836,0,No,No,1,25.824248410842987,5.0,0,Satisfied,5,0
5336,SME,1,Web,Monthly,16,2,5,3.1780538303479458,10,2.3978952727983707,0,No,No,1,25.723960503538382,2.0,0,Satisfied,1,1
5337,Individual,4,Mobile,Quarterly,26,6,4,2.772588722239781,50,5.303304908059076,0,Yes,No,2,27.208395617599358,4.0,0,Unsatisfied,1,0
5338,SME,57,Web,Quarterly,25,2,4,1.3862943611198906,20,7.039660349862076,1,No,No,0,22.693408455914437,3.0,0,Unsatisfied,1,0
5339,SME,22,Web,Monthly,17,0,5,3.295836866004329,30,6.493753839851686,1,No,No,1,15.636240223306505,5.0,0,Neutral,0,0
5340,Individual,22,Referral,Quarterly,35,4,5,0.0,30,6.493753839851686,1,Yes,No,0,34.40206246451933,2.0,0,Neutral,1,1
5341,Individual,30,Mobile,Monthly,4,0,8,2.0794415416798357,10,5.707110264748875,0,Yes,No,1,12.91137475952931,4.0,1,Satisfied,3,0
5342,Enterprise,58,Mobile,Monthly,24,4,5,0.6931471805599453,20,7.057036981697891,0,Yes,No,0,36.38787232126775,3.0,0,Satisfied,2,0
5343,Individual,27,Web,Monthly,18,6,2,1.6094379124341003,10,5.602118820879701,0,Yes,No,0,42.160420658001705,4.0,0,Neutral,1,0
5344,SME,27,Referral,Monthly,25,4,9,1.6094379124341003,20,6.293419278846481,0,No,No,1,8.97645443988646,3.0,0,Satisfied,0,0
5345,SME,13,Web,Monthly,21,0,3,1.791759469228055,70,6.814542897259958,2,Yes,No,1,23.455383573732973,3.0,0,Neutral,0,1
5346,Individual,39,Mobile,Monthly,22,5,4,2.4849066497880004,10,5.968707559985366,2,No,No,3,39.638899648196585,4.0,0,Satisfied,0,0
5347,Individual,27,Referral,Monthly,2,1,5,2.3978952727983707,20,6.293419278846481,0,No,No,3,44.59311952952644,1.0,0,Unsatisfied,0,1
5348,Individual,39,Web,Monthly,22,0,3,2.0794415416798357,70,7.912423121473705,2,Yes,Yes,0,29.820382666330016,4.0,1,Unsatisfied,1,0
5349,SME,38,Web,Yearly,30,1,2,1.3862943611198906,50,7.550135342488429,0,No,Yes,0,30.632530308109445,4.0,0,Satisfied,3,0
5350,SME,57,Referral,Quarterly,13,5,3,1.6094379124341003,20,7.039660349862076,0,No,No,0,13.8979537951066,3.0,0,Neutral,1,0
5351,Enterprise,8,Referral,Monthly,29,5,2,1.0986122886681098,30,5.484796933490655,0,Yes,No,0,43.32027244206272,4.0,1,Satisfied,2,0
5352,Individual,12,Mobile,Quarterly,16,5,4,0.0,70,6.734591659972948,1,No,No,2,41.19535731645496,3.0,0,Satisfied,0,0
5353,Individual,24,Web,Quarterly,14,7,4,1.6094379124341003,70,7.427144133408616,2,Yes,No,1,20.53804438257169,2.0,0,Unsatisfied,3,1
5354,Individual,18,Mobile,Monthly,14,6,3,2.1972245773362196,20,5.8888779583328805,1,No,Yes,0,59.23246395142835,1.0,0,Neutral,0,0
5355,Enterprise,55,Web,Monthly,9,5,10,2.0794415416798357,20,7.00397413672268,2,No,No,0,39.455707656750704,5.0,0,Satisfied,2,0
5356,Individual,15,Web,Yearly,20,6,9,2.3978952727983707,50,6.621405651764134,2,No,No,1,21.223482873400545,2.0,0,Neutral,0,0
5357,Individual,16,Web,Quarterly,13,2,4,1.3862943611198906,20,5.771441123130016,0,Yes,No,1,6.880067165296115,3.0,1,Unsatisfied,0,0
5360,Individual,47,Web,Quarterly,23,3,7,1.6094379124341003,10,6.154858094016418,0,Yes,No,1,20.561869493373344,3.0,0,Satisfied,1,0
5361,Individual,24,Mobile,Quarterly,7,2,3,1.791759469228055,20,6.175867270105761,2,No,No,0,25.47826980342988,1.0,1,Satisfied,1,0
5363,Enterprise,19,Referral,Quarterly,25,2,5,0.6931471805599453,70,7.193685818395112,0,No,No,0,34.86413012017068,4.0,0,Satisfied,2,0
5364,Individual,27,Web,Monthly,25,1,5,2.3978952727983707,50,7.208600337960199,1,Yes,No,0,17.549861127223586,2.0,1,Satisfied,0,0
5365,Individual,45,Web,Quarterly,10,1,5,3.4339872044851463,20,6.803505257608338,1,No,No,2,35.72856940314979,4.0,0,Satisfied,0,0
5366,Individual,41,Mobile,Quarterly,22,3,5,3.295836866004329,100,8.31898612539206,0,No,No,2,22.344374661549452,4.0,0,Neutral,4,0
5367,Individual,31,Web,Monthly,33,2,4,2.1972245773362196,10,5.739792912179234,0,No,No,0,50.88501647189941,4.0,0,Satisfied,1,0
5368,Individual,21,Web,Monthly,7,1,7,1.9459101490553132,50,6.957497370876951,0,No,No,1,8.344172865109568,3.0,0,Neutral,0,0
5369,Individual,16,Mobile,Yearly,21,0,3,3.58351893845611,30,6.175867270105761,2,Yes,No,0,21.850941458192107,3.0,0,Unsatisfied,1,1
5370,SME,23,Web,Yearly,8,4,7,2.1972245773362196,30,6.53813982376767,1,No,No,2,42.65357885809124,1.0,0,Unsatisfied,1,0
5372,SME,23,Mobile,Monthly,19,4,6,2.8903717578961645,20,6.133398042996649,1,No,No,2,12.657025268641894,2.0,0,Neutral,1,1
5373,Individual,41,Web,Monthly,13,7,8,2.0794415416798357,10,6.018593214496234,1,No,No,1,26.910759098649592,3.0,0,Satisfied,1,0
5375,Individual,36,Mobile,Quarterly,22,6,3,2.0794415416798357,50,7.496097345175956,2,No,No,1,38.05405056916304,3.0,0,Unsatisfied,0,0
5377,Enterprise,56,Referral,Yearly,25,1,7,2.6390573296152584,70,8.27410200229233,0,Yes,No,2,30.46396531189297,4.0,0,Satisfied,2,0
5378,Individual,37,Mobile,Yearly,37,3,8,2.9444389791664403,100,8.216358332386156,0,No,No,2,16.914017582651365,3.0,0,Satisfied,1,0
5379,Individual,11,Web,Monthly,7,2,2,1.9459101490553132,30,5.802118375377063,0,No,No,0,6.168933749469758,2.0,0,Neutral,0,0
5380,Individual,5,Web,Monthly,6,0,5,1.9459101490553132,50,5.5254529391317835,0,No,No,0,9.937909819161934,3.0,0,Unsatisfied,0,0
5381,Individual,51,Mobile,Yearly,4,2,1,0.0,10,6.236369590203704,1,Yes,No,0,20.61775774229383,4.0,0,Unsatisfied,0,0
5382,Individual,21,Web,Yearly,15,6,2,1.791759469228055,50,6.957497370876951,1,No,No,0,34.376177855602194,4.0,0,Neutral,0,0
5383,Individual,32,Mobile,Monthly,28,0,5,2.833213344056216,10,5.771441123130016,1,No,No,1,12.768244892387957,2.0,0,Unsatisfied,4,0
5384,SME,29,Mobile,Monthly,29,3,7,2.302585092994046,30,6.769641976852503,0,No,No,0,28.92706657101837,4.0,1,Neutral,0,0
5387,Individual,40,Mobile,Monthly,32,7,5,2.4849066497880004,20,6.68586094706836,0,No,No,2,34.89538148817055,5.0,0,Satisfied,1,0
5388,Individual,27,Web,Monthly,15,1,7,2.4849066497880004,10,5.602118820879701,1,No,No,2,1.0,3.0,0,Satisfied,0,0
5389,SME,6,Mobile,Quarterly,25,1,4,2.5649493574615367,10,4.110873864173311,0,No,No,0,19.92583450261914,3.0,0,Satisfied,0,0
5390,Individual,38,Mobile,Monthly,39,2,6,1.6094379124341003,50,7.550135342488429,0,Yes,No,0,7.619801853170138,4.0,0,Unsatisfied,1,0
5391,SME,54,Mobile,Yearly,32,2,4,2.302585092994046,30,7.390798521735676,0,Yes,No,1,21.78315776350042,3.0,0,Satisfied,2,0
5392,Individual,4,Web,Monthly,8,3,5,2.0794415416798357,30,4.795790545596741,1,No,No,0,23.67439285970731,3.0,0,Neutral,0,0
5393,Individual,46,Mobile,Quarterly,14,0,5,2.995732273553991,10,6.133398042996649,0,Yes,No,0,21.365528636664934,3.0,0,Neutral,2,0
5394,SME,35,Mobile,Quarterly,40,0,1,0.6931471805599453,30,6.957497370876951,0,No,No,0,32.842140469168896,4.0,0,Neutral,0,0
5395,SME,10,Web,Monthly,14,6,5,1.0986122886681098,30,5.707110264748875,0,No,No,0,28.425309033628245,2.0,0,Satisfied,2,0
5396,SME,54,Referral,Monthly,35,0,5,3.2188758248682006,50,7.901377353792616,0,Yes,No,0,18.937482389411446,4.0,1,Satisfied,1,0
5397,SME,38,Mobile,Quarterly,15,1,3,1.3862943611198906,30,7.039660349862076,0,No,Yes,1,16.61961919549594,5.0,0,Satisfied,2,0
5398,SME,50,Mobile,Monthly,18,2,6,2.772588722239781,50,7.824445930877619,0,No,No,0,31.346592344557607,4.0,1,Satisfied,4,0
5399,Individual,30,Web,Monthly,10,4,2,3.2188758248682006,20,6.398594934535208,0,No,Yes,1,44.56267317094131,5.0,0,Unsatisfied,0,0
5400,Enterprise,42,Referral,Monthly,12,4,3,1.9459101490553132,50,7.650168700845001,0,No,No,2,40.53649384220316,3.0,0,Satisfied,2,0
5401,SME,9,Mobile,Monthly,18,1,2,1.6094379124341003,10,4.51085950651685,0,No,No,0,28.518972825576213,4.0,0,Satisfied,1,1
5402,SME,16,Mobile,Yearly,21,6,4,1.6094379124341003,10,5.081404364984463,0,No,No,1,24.08754962273728,2.0,0,Satisfied,0,0
5403,Individual,52,Mobile,Quarterly,15,4,7,2.0794415416798357,20,6.947937068614969,1,No,No,0,27.77937889702824,4.0,0,Satisfied,2,0
5404,Enterprise,4,Web,Monthly,27,0,7,1.3862943611198906,30,4.795790545596741,0,No,No,0,40.00319515384764,5.0,2,Unsatisfied,4,1
5405,Individual,26,Web,Yearly,15,0,4,3.091042453358316,100,7.8636512654486515,0,No,No,1,31.58060675072704,4.0,0,Satisfied,0,0
5406,Individual,29,Web,Monthly,0,3,2,1.9459101490553132,30,6.769641976852503,1,No,No,0,20.79096977177715,3.0,0,Unsatisfied,1,0
5407,Individual,28,Web,Monthly,17,1,2,0.0,10,5.638354669333745,1,No,Yes,5,39.63412952280056,2.0,0,Unsatisfied,1,1
5408,Individual,11,Mobile,Monthly,15,3,3,1.3862943611198906,50,6.311734809152915,0,Yes,No,0,20.415935298035382,3.0,0,Satisfied,3,0
5409,Individual,28,Web,Quarterly,34,0,4,1.6094379124341003,10,5.638354669333745,2,No,No,0,35.6956549321687,5.0,1,Satisfied,0,0
5410,SME,44,Mobile,Quarterly,28,2,4,2.70805020110221,20,6.78105762593618,0,No,No,2,13.048987167663892,2.0,0,Satisfied,1,0
5411,SME,32,Mobile,Monthly,29,1,2,2.772588722239781,10,5.771441123130016,0,Yes,Yes,1,31.28106936244288,3.0,0,Unsatisfied,2,0
5412,Individual,24,Web,Monthly,27,6,11,2.995732273553991,20,6.175867270105761,1,No,No,1,24.12710845547014,4.0,1,Satisfied,0,0
5413,SME,51,Web,Quarterly,24,5,4,3.258096538021482,20,6.928537818164665,0,No,No,2,47.50024890403069,2.0,0,Satisfied,1,1
5415,Individual,39,Web,Yearly,29,3,2,1.3862943611198906,10,5.968707559985366,0,No,No,0,15.04377222272106,4.0,0,Unsatisfied,1,0
5416,Individual,7,Web,Monthly,25,0,4,1.6094379124341003,10,4.2626798770413155,0,Yes,Yes,2,18.08519610238761,4.0,0,Unsatisfied,0,0
5418,Individual,3,Mobile,Quarterly,5,7,7,0.0,70,5.351858133476067,0,No,No,1,18.02149569483073,4.0,0,Unsatisfied,1,0
5419,Individual,44,Mobile,Quarterly,1,6,7,2.70805020110221,20,6.78105762593618,3,Yes,No,1,15.952722039431052,5.0,0,Satisfied,2,1
5420,Individual,46,Mobile,Monthly,11,0,4,1.9459101490553132,30,7.2305631534092925,0,No,Yes,2,15.88183389914697,3.0,0,Neutral,2,0
5421,SME,20,Referral,Monthly,12,2,2,3.258096538021482,70,7.244941546337007,1,No,No,1,20.090133655981266,4.0,0,Unsatisfied,1,0
5422,SME,34,Web,Quarterly,19,7,5,2.5649493574615367,100,8.131824785007195,0,Yes,No,2,26.152227818868734,4.0,0,Neutral,0,0
5423,Individual,30,Referral,Quarterly,18,3,7,2.5649493574615367,50,7.313886831633462,2,Yes,Yes,1,21.3418307430491,2.0,0,Unsatisfied,0,0
5424,Individual,9,Web,Monthly,37,0,7,1.0986122886681098,20,5.198497031265826,1,No,No,3,28.52340857885348,5.0,0,Neutral,2,0
5425,SME,10,Mobile,Monthly,25,0,5,3.4657359027997265,100,6.90875477931522,0,No,No,3,19.57380324202868,4.0,0,Satisfied,0,0
5426,SME,59,Mobile,Monthly,12,2,3,3.58351893845611,30,7.479299637782834,0,No,No,0,33.63439112222659,3.0,0,Satisfied,2,1
5427,Individual,6,Mobile,Monthly,33,3,3,2.1972245773362196,100,6.398594934535208,0,No,No,0,13.470673182190406,4.0,0,Neutral,1,0
5428,SME,17,Referral,Monthly,17,5,9,1.0986122886681098,20,5.831882477283517,0,No,No,3,38.2820698044997,4.0,0,Neutral,2,0
5429,Enterprise,15,Web,Monthly,25,6,4,0.0,50,6.621405651764134,1,No,No,3,31.017925822896157,4.0,0,Satisfied,1,0
5431,Individual,56,Web,Monthly,20,2,5,2.302585092994046,30,7.427144133408616,1,Yes,No,2,22.01519826768597,3.0,0,Satisfied,0,0
5432,Individual,59,Web,Quarterly,34,7,6,0.6931471805599453,30,7.479299637782834,0,No,Yes,2,16.491105809084154,5.0,0,Satisfied,0,0
5433,SME,54,Mobile,Monthly,14,7,3,2.833213344056216,20,6.985641817639208,0,Yes,No,1,24.17100556308002,4.0,0,Unsatisfied,0,0
5434,Individual,13,Web,Quarterly,21,2,6,0.6931471805599453,70,6.814542897259958,1,No,No,1,23.55512766619208,3.0,0,Neutral,1,0
5435,Individual,42,Referral,Monthly,10,2,4,1.0986122886681098,50,7.650168700845001,0,No,No,2,22.77627796783853,4.0,2,Satisfied,2,0
5438,Individual,22,Web,Quarterly,20,4,3,2.302585092994046,30,6.493753839851686,0,No,No,2,44.358992750914446,2.0,0,Neutral,1,0
5439,Individual,16,Web,Quarterly,20,5,10,2.0794415416798357,50,6.68586094706836,2,No,No,3,13.993372652139753,4.0,1,Neutral,0,0
5442,SME,8,Web,Monthly,26,2,4,1.6094379124341003,30,5.484796933490655,0,Yes,No,2,14.00299091231917,3.0,2,Satisfied,0,0
5443,Individual,20,Web,Quarterly,7,2,3,2.8903717578961645,50,6.90875477931522,3,No,No,0,12.352409375813362,3.0,0,Unsatisfied,1,0
5444,Individual,47,Web,Monthly,17,4,5,2.0794415416798357,70,8.098946748943339,0,Yes,No,2,25.628476543793635,5.0,1,Satisfied,2,0
5445,SME,24,Web,Quarterly,16,1,5,3.8066624897703196,20,6.175867270105761,1,No,No,0,33.39553142613259,4.0,0,Satisfied,1,1
5446,Individual,51,Mobile,Quarterly,26,6,4,3.6635616461296463,30,7.333676395657684,0,No,No,1,18.802108425322984,3.0,0,Satisfied,0,0
5447,SME,18,Mobile,Quarterly,32,7,4,3.4657359027997265,30,6.293419278846481,0,No,Yes,0,31.541166732071105,2.0,0,Satisfied,2,0
5449,SME,1,Referral,Yearly,21,6,4,2.0794415416798357,20,3.044522437723423,0,Yes,Yes,1,43.175765778138285,5.0,1,Satisfied,1,0
5450,Individual,59,Web,Quarterly,12,1,4,2.0794415416798357,10,6.3818160174060985,0,No,No,2,19.407958955998865,4.0,1,Unsatisfied,3,0
5451,Individual,51,Web,Yearly,38,2,3,2.0794415416798357,20,6.928537818164665,0,No,No,0,39.34049259827732,3.0,0,Satisfied,1,0
5452,Individual,2,Mobile,Monthly,10,0,6,0.0,20,3.713572066704308,0,Yes,No,2,10.570860590388683,4.0,1,Satisfied,1,0
5453,SME,5,Web,Monthly,7,0,3,1.0986122886681098,100,6.2166061010848646,0,No,Yes,1,22.063554114295467,4.0,0,Unsatisfied,0,0
5454,Individual,18,Web,Quarterly,27,2,3,1.0986122886681098,100,7.496097345175956,1,No,No,0,20.07109000566261,2.0,0,Unsatisfied,1,1
5456,Enterprise,10,Web,Quarterly,27,7,6,1.0986122886681098,20,5.303304908059076,2,Yes,Yes,0,33.63990193561567,4.0,1,Unsatisfied,1,0
5458,Enterprise,29,Mobile,Quarterly,17,7,5,0.0,30,6.769641976852503,0,No,No,0,30.187521851180087,3.0,1,Satisfied,0,0
5459,Individual,35,Web,Monthly,24,1,4,1.9459101490553132,20,6.55250788703459,2,No,Yes,0,14.874423819350111,2.0,1,Neutral,0,1
5461,Individual,42,Web,Monthly,20,3,8,1.6094379124341003,20,6.734591659972948,0,No,No,0,42.57789001248632,3.0,1,Satisfied,1,0
5462,Individual,57,Mobile,Monthly,18,4,4,1.3862943611198906,20,7.039660349862076,0,No,No,2,25.733893832398465,3.0,0,Satisfied,2,0
5463,Individual,24,Web,Monthly,29,6,4,1.9459101490553132,70,7.427144133408616,0,No,Yes,1,27.81678650596164,5.0,0,Neutral,0,0
5464,Individual,13,Referral,Quarterly,14,4,7,2.833213344056216,20,5.564520407322694,1,Yes,No,4,36.06280428883152,3.0,0,Unsatisfied,0,0
5465,Individual,21,Referral,Quarterly,13,1,3,1.3862943611198906,20,6.042632833682381,0,No,Yes,1,17.2354400791016,2.0,0,Neutral,0,1
5469,Individual,34,Web,Yearly,8,0,3,1.791759469228055,10,5.831882477283517,1,Yes,No,1,8.823245994662875,3.0,0,Satisfied,0,0
5470,Individual,19,Mobile,Yearly,31,3,2,2.3978952727983707,10,5.25227342804663,0,Yes,No,1,28.46681131528489,3.0,0,Unsatisfied,1,0
5471,Enterprise,28,Mobile,Monthly,0,3,5,0.6931471805599453,100,7.937731775260109,0,No,No,0,11.091347900412384,1.0,0,Unsatisfied,0,0
5472,Individual,27,Web,Monthly,6,6,5,1.3862943611198906,70,7.544861068658458,0,No,No,0,28.32122896505924,3.0,0,Neutral,0,0
5473,Individual,50,Web,Monthly,41,5,10,0.6931471805599453,20,6.90875477931522,1,No,No,1,36.27938999496904,5.0,1,Satisfied,1,0
5474,Individual,26,Web,Monthly,2,6,5,0.6931471805599453,30,6.660575149839686,0,No,No,0,29.01831485383869,3.0,0,Satisfied,0,0
5475,SME,11,Web,Quarterly,15,6,6,1.791759469228055,30,5.802118375377063,0,Yes,No,2,5.702642503923812,3.0,0,Neutral,0,0
5477,Individual,35,Mobile,Yearly,0,0,3,2.302585092994046,20,6.55250788703459,1,Yes,No,1,11.390135891822888,5.0,0,Satisfied,0,0
5478,Individual,20,Web,Quarterly,9,1,5,2.6390573296152584,10,5.303304908059076,1,No,Yes,2,8.518321894234177,3.0,0,Unsatisfied,4,0
5479,SME,12,Web,Monthly,22,5,7,2.3978952727983707,30,5.8888779583328805,0,No,No,1,11.95834170721266,3.0,0,Satisfied,0,0
5480,Individual,57,Web,Quarterly,27,6,6,2.772588722239781,20,7.039660349862076,0,Yes,No,1,32.86100234221789,4.0,0,Neutral,0,0
5481,SME,28,Referral,Quarterly,31,6,4,3.1354942159291497,50,7.244941546337007,0,No,No,1,34.45003667670423,3.0,0,Unsatisfied,1,0
5482,Individual,2,Web,Quarterly,16,1,6,2.1972245773362196,20,3.713572066704308,0,No,No,2,34.755592615616564,3.0,1,Satisfied,1,0
5485,SME,9,Mobile,Quarterly,33,3,4,2.70805020110221,10,4.51085950651685,1,No,No,1,29.80113894933917,5.0,0,Neutral,1,0
5486,Individual,22,Web,Monthly,35,2,7,2.4849066497880004,10,5.3981627015177525,0,Yes,Yes,0,34.40642124962441,4.0,0,Satisfied,1,0
5487,Individual,56,Web,Monthly,29,5,7,2.302585092994046,70,8.27410200229233,0,Yes,Yes,1,17.13554221920692,4.0,0,Unsatisfied,0,0
5488,Individual,51,Web,Quarterly,6,4,2,0.6931471805599453,10,6.236369590203704,0,Yes,No,2,25.321059269564827,5.0,0,Satisfied,0,0
5490,Enterprise,27,Mobile,Monthly,22,7,4,2.302585092994046,30,6.698268054115413,0,No,No,2,49.476892002010096,4.0,1,Neutral,0,0
5491,Individual,9,Web,Monthly,23,0,5,2.772588722239781,50,6.111467339502679,0,Yes,No,1,32.82165513832776,3.0,0,Unsatisfied,0,0
5492,SME,7,Web,Monthly,2,3,4,0.0,10,4.2626798770413155,0,No,No,1,11.08603858743028,5.0,1,Neutral,0,0
5493,Individual,36,Mobile,Quarterly,40,1,8,1.0986122886681098,30,6.985641817639208,1,No,No,1,12.81158958176309,2.0,0,Neutral,1,0
5494,Enterprise,54,Web,Yearly,33,2,3,3.1780538303479458,50,7.901377353792616,0,No,Yes,1,17.129012101547406,3.0,2,Satisfied,0,0
5496,Individual,38,Web,Monthly,21,5,4,0.6931471805599453,20,6.634633357861686,1,No,No,0,26.7776210109065,4.0,1,Satisfied,1,0
5497,Individual,50,Referral,Monthly,15,4,1,2.70805020110221,20,6.90875477931522,0,No,No,5,3.9874164989124097,4.0,0,Satisfied,1,0
5499,SME,43,Mobile,Monthly,8,1,7,3.5263605246161616,30,7.1631723908466425,0,Yes,No,2,5.968587777722785,3.0,0,Satisfied,0,0
5501,Individual,17,Web,Yearly,11,1,7,2.5649493574615367,50,6.7464121285733745,0,No,No,0,20.838547731858537,5.0,0,Neutral,0,0
5502,Individual,37,Mobile,Yearly,19,2,6,0.6931471805599453,50,7.523481312573497,1,No,No,1,5.956948029958301,3.0,0,Neutral,1,0
5505,Individual,51,Web,Monthly,21,1,8,1.0986122886681098,10,6.236369590203704,0,No,No,0,21.106421887855863,5.0,0,Satisfied,1,0
5506,Individual,8,Web,Monthly,18,4,3,3.1780538303479458,30,5.484796933490655,0,Yes,No,2,33.3061466157024,5.0,0,Satisfied,1,0
5509,Individual,3,Mobile,Monthly,13,7,7,2.0794415416798357,100,5.707110264748875,0,No,No,0,1.0,4.0,0,Satisfied,0,0
